225.719, 129.330, 8.334, 15.335 False
225.441, 129.323, 8.334, 15.368 False
225.164, 129.316, 8.334, 15.401 False
224.886, 129.309, 8.334, 15.434 False
224.608, 129.303, 8.334, 15.467 False
224.331, 129.296, 8.334, 15.500 False
224.053, 129.290, 8.334, 15.533 False
223.775, 129.283, 8.334, 15.566 False
223.497, 129.277, 8.334, 15.599 False
223.220, 129.271, 8.334, 15.632 False
222.942, 129.265, 8.334, 15.665 False
222.664, 129.259, 8.334, 15.698 False
222.386, 129.253, 8.334, 15.731 False
222.109, 129.247, 8.334, 15.764 False
221.831, 129.241, 8.334, 15.797 False
221.553, 129.236, 8.334, 15.830 False
221.275, 129.230, 8.334, 15.863 False
220.998, 129.225, 8.334, 15.896 False
220.720, 129.219, 8.334, 15.929 False
220.442, 129.214, 8.334, 15.962 False
220.165, 129.209, 8.334, 15.995 False
219.887, 129.204, 8.334, 16.028 False
219.609, 129.199, 8.334, 16.061 False
219.331, 129.195, 8.333, 16.094 False
219.054, 129.190, 8.333, 16.127 False
218.776, 129.186, 8.334, 16.160 False
218.498, 129.181, 8.334, 16.193 False
218.220, 129.177, 8.334, 16.226 False
217.943, 129.173, 8.334, 16.259 False
217.665, 129.168, 8.334, 16.292 False
217.387, 129.164, 8.334, 16.325 False
217.109, 129.160, 8.334, 16.358 False
216.831, 129.157, 8.334, 16.391 False
216.554, 129.153, 8.334, 16.424 False
216.276, 129.149, 8.333, 16.457 False
215.998, 129.145, 8.333, 16.490 False
215.720, 129.142, 8.333, 16.523 False
215.443, 129.139, 8.333, 16.556 False
215.165, 129.135, 8.333, 16.589 False
214.887, 129.132, 8.333, 16.622 False
214.609, 129.129, 8.333, 16.655 False
214.332, 129.127, 8.333, 16.688 False
214.054, 129.124, 8.333, 16.721 False
213.776, 129.121, 8.333, 16.754 False
213.498, 129.118, 8.333, 16.787 False
213.220, 129.116, 8.333, 16.820 False
212.943, 129.113, 8.333, 16.853 False
212.665, 129.111, 8.333, 16.886 False
212.387, 129.109, 8.333, 16.919 False
212.109, 129.107, 8.333, 16.952 False
211.832, 129.104, 8.333, 16.985 False
211.554, 129.102, 8.333, 17.018 False
211.276, 129.100, 8.333, 17.051 False
210.998, 129.099, 8.333, 17.084 False
